text,is_job,confidence,reason,channel,date,message_id,processed_at
"11 вакансий и стажировок на канале для [**Дизайнеры специалистов**](https://t.me/Jobs_for_designers) за 15.07.2024:

Дизайнеры (11 предложений):

    - [**Графичекие дизайнеры:** 2 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Graphic-za-15-07-2024-07-15)

    - [**3d дизайнеры:** 2 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ddd-za-15-07-2024-07-15)

    - [**Ux/ui дизайнеры:** 5 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ui-Ux-za-15-07-2024-07-15)

    - [**Motion дизайнеры:** 1 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Motion-za-15-07-2024-07-15)

    - [**Дизайнеры:** 1 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Designer-za-15-07-2024-07-15)",False,0.5780279990006963,ML prediction: not a job (confidence: 0.58),jobs_for_designers,2024-07-15 08:25:52,1582,2026-01-19 06:07:05.682000
"41 вакансий и стажировок на канале для [**Дизайнеры специалистов**](https://t.me/Jobs_for_designers) за 13.07.2024:

Дизайнеры (41 предложений):

    - [**Ux/ui дизайнеры:** 19 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ui-Ux-za-13-07-2024-07-13)

    - [**Графичекие дизайнеры:** 9 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Graphic-za-13-07-2024-07-13)

    - [**Дизайнеры:** 5 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Designer-za-13-07-2024-07-13)

    - [**Motion дизайнеры:** 3 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Motion-za-13-07-2024-07-13)

    - [**3d дизайнеры:** 3 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ddd-za-13-07-2024-07-13)

    - [**Иллюстраторы:** 2 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Illustrator-za-13-07-2024-07-13)",False,0.577194665667363,ML prediction: not a job (confidence: 0.58),jobs_for_designers,2024-07-13 08:34:31,1581,2026-01-19 06:07:05.764000
"34 вакансий и стажировок на канале для [**Дизайнеры специалистов**](https://t.me/Jobs_for_designers) за 12.07.2024:

Дизайнеры (34 предложений):

    - [**Ux/ui дизайнеры:** 15 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ui-Ux-za-12-07-2024-07-12)

    - [**Motion дизайнеры:** 2 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Motion-za-12-07-2024-07-12)

    - [**Графичекие дизайнеры:** 7 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Graphic-za-12-07-2024-07-12)

    - [**2d дизайнеры:** 2 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Dd-za-12-07-2024-07-12)

    - [**Дизайнеры:** 7 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Designer-za-12-07-2024-07-12)

    - [**3d дизайнеры:** 1 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ddd-za-12-07-2024-07-12)",False,0.5705279990006963,ML prediction: not a job (confidence: 0.57),jobs_for_designers,2024-07-12 08:32:40,1580,2026-01-19 06:07:05.881000
"35 вакансий и стажировок на канале для [**Дизайнеры специалистов**](https://t.me/Jobs_for_designers) за 11.07.2024:

Дизайнеры (35 предложений):

    - [**Ux/ui дизайнеры:** 9 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ui-Ux-za-11-07-2024-07-11)

    - [**3d дизайнеры:** 6 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ddd-za-11-07-2024-07-11)

    - [**Motion дизайнеры:** 5 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Motion-za-11-07-2024-07-11)

    - [**Графичекие дизайнеры:** 4 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Graphic-za-11-07-2024-07-11)

    - [**Дизайнеры:** 6 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Designer-za-11-07-2024-07-11)

    - [**2d дизайнеры:** 5 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Dd-za-11-07-2024-07-11)",False,0.567194665667363,ML prediction: not a job (confidence: 0.57),jobs_for_designers,2024-07-11 08:40:51,1579,2026-01-19 06:07:06.033000
"51 вакансий и стажировок на канале для [**Дизайнеры специалистов**](https://t.me/Jobs_for_designers) за 10.07.2024:

Дизайнеры (51 предложений):

    - [**Ux/ui дизайнеры:** 33 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ui-Ux-za-10-07-2024-07-10)

    - [**3d дизайнеры:** 4 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ddd-za-10-07-2024-07-10)

    - [**Графичекие дизайнеры:** 8 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Graphic-za-10-07-2024-07-10)

    - [**2d дизайнеры:** 2 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Dd-za-10-07-2024-07-10)

    - [**Дизайнеры:** 2 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Designer-za-10-07-2024-07-10)

    - [**Motion дизайнеры:** 2 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Motion-za-10-07-2024-07-10)",False,0.572194665667363,ML prediction: not a job (confidence: 0.57),jobs_for_designers,2024-07-10 08:44:03,1578,2026-01-19 06:07:06.161000
"44 вакансий и стажировок на канале для [**Дизайнеры специалистов**](https://t.me/Jobs_for_designers) за 09.07.2024:

Дизайнеры (44 предложений):

    - [**3d дизайнеры:** 4 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ddd-za-09-07-2024-07-09)

    - [**Ux/ui дизайнеры:** 24 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ui-Ux-za-09-07-2024-07-09-2)

    - [**Графичекие дизайнеры:** 6 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Graphic-za-09-07-2024-07-09-2)

    - [**Дизайнеры:** 6 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Designer-za-09-07-2024-07-09)

    - [**2d дизайнеры:** 4 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Dd-za-09-07-2024-07-09-2)",False,0.5880279990006964,ML prediction: not a job (confidence: 0.59),jobs_for_designers,2024-07-09 09:21:54,1577,2026-01-19 06:07:06.260000
"11 вакансий и стажировок на канале для [**Дизайнеры специалистов**](https://t.me/Jobs_for_designers) за 07.07.2024:

Дизайнеры (11 предложений):

    - [**Графичекие дизайнеры:** 3 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Graphic-za-07-07-2024-07-07)

    - [**Ux/ui дизайнеры:** 3 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ui-Ux-za-07-07-2024-07-07)

    - [**Дизайнеры:** 5 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Designer-za-07-07-2024-07-07)",False,0.5973809401771669,ML prediction: not a job (confidence: 0.60),jobs_for_designers,2024-07-07 08:22:08,1576,2026-01-19 06:07:06.353000
"36 вакансий и стажировок на канале для [**Дизайнеры специалистов**](https://t.me/Jobs_for_designers) за 06.07.2024:

Дизайнеры (36 предложений):

    - [**Дизайнеры:** 7 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Designer-za-06-07-2024-07-06)

    - [**Ux/ui дизайнеры:** 15 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ui-Ux-za-06-07-2024-07-06)

    - [**Графичекие дизайнеры:** 6 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Graphic-za-06-07-2024-07-06)

    - [**2d дизайнеры:** 2 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Dd-za-06-07-2024-07-06)

    - [**3d дизайнеры:** 4 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ddd-za-06-07-2024-07-06)

    - [**Motion дизайнеры:** 2 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Motion-za-06-07-2024-07-06)",False,0.577194665667363,ML prediction: not a job (confidence: 0.58),jobs_for_designers,2024-07-06 08:32:00,1575,2026-01-19 06:07:06.488000
"60 вакансий и стажировок на канале для [**Дизайнеры специалистов**](https://t.me/Jobs_for_designers) за 05.07.2024:

Дизайнеры (60 предложений):

    - [**Дизайнеры:** 15 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Designer-za-05-07-2024-07-05)

    - [**Графичекие дизайнеры:** 15 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Graphic-za-05-07-2024-07-05)

    - [**Ux/ui дизайнеры:** 23 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ui-Ux-za-05-07-2024-07-05)

    - [**Motion дизайнеры:** 1 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Motion-za-05-07-2024-07-05)

    - [**3d дизайнеры:** 6 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ddd-za-05-07-2024-07-05)",False,0.5880279990006964,ML prediction: not a job (confidence: 0.59),jobs_for_designers,2024-07-05 10:56:47,1574,2026-01-19 06:07:06.761000
"71 вакансий и стажировок на канале для [**Дизайнеры специалистов**](https://t.me/Jobs_for_designers) за 04.07.2024:

Дизайнеры (71 предложений):

    - [**Дизайнеры:** 26 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Designer-za-04-07-2024-07-04)

    - [**Ux/ui дизайнеры:** 28 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ui-Ux-za-04-07-2024-07-04-2)

    - [**3d дизайнеры:** 7 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Ddd-za-04-07-2024-07-04)

    - [**Графичекие дизайнеры:** 5 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Graphic-za-04-07-2024-07-04)

    - [**Иллюстраторы:** 3 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Illustrator-za-04-07-2024-07-04)

    - [**Motion дизайнеры:** 1 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Motion-za-04-07-2024-07-04)

    - [**Дизайнеры игр:** 1 предложений](https://telegra.ph/Dajdzhest-vakansij-dlya-Game-Designer-za-04-07-2024-07-04-2)",False,0.577194665667363,ML prediction: not a job (confidence: 0.58),jobs_for_designers,2024-07-04 09:05:50,1573,2026-01-19 06:07:06.948000
🔥Be careful. Don't pay anything. Inform admins if anyone asks for money. Check the reviews in Google before proceeding to take that job.,False,0.8600090427380187,ML prediction: not a job (confidence: 0.86),Jobs_In_Bangalore,2026-01-19 05:41:05,460051,2026-01-19 06:07:07.263000
Any work from home jobs please refer me,False,0.7655668934279852,ML prediction: not a job (confidence: 0.77),Jobs_In_Bangalore,2026-01-19 05:41:04,460050,2026-01-19 06:07:07.349000
"*Urgent Recruitment*
*Designation -Promoter*

*Vacant Positions - 25*


*Locations - Tamil Nadu*

Avadi 
Ambattur Kelambakkam 
Old Washermanpet 
Perambur 
Porur 
Purasaivakam
T Nagar 
Coimbatore 100ft road
Erode 
Madurai mela masi 
Salem
Tirunelveli 
Trichy 
Tuticorin 


Qualification - 10th, 12th  
   
 *Experience in sales minium 6 Month's to 2 years*

*Salary Budget - 16500  to 20000/- (Net) + PF + ESI  +Incentives*

Duration - Permanent

*📲Drop your resume - 9353359181*",True,0.5290312103725536,ML prediction: job (confidence: 0.53),Jobs_In_Bangalore,2026-01-19 05:16:03,460047,2026-01-19 06:07:07.464000
"Hi all,

There is openings for Customer Service international voice process

Experience : 2+ Voice experience mandatory (US)
Sales experience a Plus

Education : Graduation or under Graduation 

Working : Evening or Night shift only

Work from office only (Mandatory)

Location : Pune and Bangalore 

If anyone is having above mentioned details then share your resume at shanthala.041@gmail.com


If you or any of your friends are looking for a job then share in your friends group. This will help someone.",True,0.95,"Strong job signals: keywords, title, skills, application",Jobs_In_Bangalore,2026-01-19 04:52:08,460045,2026-01-19 06:07:07.525000
"DEXSA ищет единомышленников! Присоединяйтесь к команде, которая строит будущее технологий уже сегодня.
Мы открываем набор на ключевые партнерские позиции, где каждый получает долю в компании после инвестраунда и возможность расти вместе с проектом.
Если вы готовы к масштабу и не боитесь амбициозных задач, нам нужны:
  • Дизайнер постов и презентаций: Для создания визуалов, которые помогут Dexsa и IPU выделяться.
💡 Формат: Партнерство, гибкий график, удаленная работа.
🔥 Главное: Доля в компании и участие в выручке после инвестраунда.
👉 Для отклика: Пишите в Telegram @FreeHRarka
#Dexsa #вакансии #стартап #технологии #работаудаленно #дизайнер",False,0.8549835800715091,ML prediction: not a job (confidence: 0.85),jobs_it,2026-01-19 05:19:36,215928,2026-01-19 06:07:08.116000
"""#Вакансия #SMM #Удаленно

💼 SMM/Продюсер для стартапа.
🚀 Американский стартап (первый рынок — Россия и СНГ) ищет SMM-продюсера с упором на инфлюенс-маркетинг.

Что нужно делать:
• Искать блогеров, предлагать партнёрства, контролировать размещения.
• Продюсировать контент для соцсетей (сценарии для ИИ-роликов, управление их созданием).
• Отслеживать тренды и предлагать креативные идеи.
• Разрабатывать нестандартные механики продвижения.

Плюс: если у тебя уже есть база или контакты блогеров.

💡 Условия:
Работа 2–3 часа в день по желанию. Предлагаем партнёрскую модель: после инвестраунда — доля и участие в выручке, далее доля +зарплата.

✨ Если у тебя уже есть работа, но ты хочешь расти вместе с крупным проектом, присылай резюме!

📩 Пиши в ТГ: @FreeHRarka""",False,0.7958061335634175,ML prediction: not a job (confidence: 0.80),jobs_it,2026-01-19 05:18:12,215927,2026-01-19 06:07:08.270000
"DEXSA ищет единомышленников! Присоединяйтесь к команде, которая строит будущее технологий уже сегодня.
Мы открываем набор на ключевые партнерские позиции, где каждый получает долю в компании после инвестраунда и возможность расти вместе с проектом.
Если вы готовы к масштабу и не боитесь амбициозных задач, нам нужны:
 • B2B-продажник: Для выстраивания партнерств и продажи функций IPU-платформы крупному бизнесу.
💡 Формат: Партнерство, гибкий график, удаленная работа.
🔥 Главное: Доля в компании и участие в выручке после инвестраунда.
👉 Для отклика: Пишите в Telegram @FreeHRarka
#Dexsa #вакансии #стартап #технологии #работаудаленно",False,0.8549835800715091,ML prediction: not a job (confidence: 0.85),jobs_it,2026-01-19 05:16:15,215926,2026-01-19 06:07:08.394000
"#hr #вакансия #vacancy #recruiter 

HR/ Рекрутер на массовый подбор
**
**
Роль для тех, кто хочет реально влиять на решения и работать с руководителями напрямую.

Компания строит сильную HR-функцию и расширяет команду.
В поиске Senior Recruiter / HR, который станет партнёром конкретного руководителя и возьмёт на себя полную ответственность за качество кандидатов.

Задачи:

Подбор (ключевая часть роли):
- Вести полный цикл подбора административных ролей/ массовый подбор  (Украина / ЕС).
- Самостоятельно искать кандидатов: прямой сорсинг, LinkedIn, базы, рекомендации.

Работа с руководителями:
- Глубоко разбираться в задачах и стиле менеджмента каждого руководителя.
- Быть для них фильтром и навигатором по рынку кандидатов.

Управление кадровыми агентствами:
- Формировать понятные ТЗ под конкретные роли.
- Отбирать и оставлять в работе только эффективные агентства.
- Останавливать поток нерелевантных кандидатов до попадания к руководителю.

HR-сопровождение:
- Welcome и поддержка новых сотрудников.
- One-to-one в период адаптации (30 / 60 / 90).
- Сбор обратной связи и ранняя фиксация проблем.

Требования:
- 2–4+ года опыта в рекрутинге (массовый подбор)
- Умение вести вакансии end-to-end и работать автономно.
- Опыт взаимодействия с кадровыми агентствами.
- Навык глубинного интервью и оценки мотивации.
- Структурное мышление и ответственность за результат.

Формат работы:

• Гибридный формат работы на Кипре (г. Пафос)
• Удаленка с территории Украины

Для отклика @justnastyak",False,0.8267518985827119,ML prediction: not a job (confidence: 0.83),jobs_it,2026-01-18 19:34:42,215922,2026-01-19 06:07:08.487000
"Золотарев Александр Игоревич
#резюме #frontend #react #typescript #redux #remote

Frontend разработчик (React, TypeScript)
Опыт 2 года 8 месяцев (коммерция)
Формат удаленно, full time / part time / проектно
Контакты Telegram @SashaZolotoWeb

О себе
Делаю интерфейсы для админ панелей и CRM. Сильные стороны таблицы, фильтры, формы, скорость интерфейса, аккуратный код.

Ключевые результаты
Оптимизировал таблицу 5000+ строк, рендер 1.8с стал 0.6с
Сделал универсальную фильтрацию с debounce, запросов стало меньше примерно на 60%
Реализовал серверную пагинацию, запросов за сессию стало около 40 вместо 250
Подключал unit тесты для ключевых модулей, участвовал в code review и релизах

Стек
React, TypeScript, JavaScript, Redux Toolkit, React Router, Axios
SCSS, BEM, верстка по Figma
Jest, React Testing Library
Git, GitLab CI/CD, ESLint, Prettier
Формы React Hook Form, Formik, Yup",False,0.6129559433851884,ML prediction: not a job (confidence: 0.61),jobs_it,2026-01-18 12:32:51,215919,2026-01-19 06:07:08.571000
"At *Navkar Technosoft*, we craft powerful digital experiences through cutting-edge website development and full stack web applications tailored to your business goals. As a forward-thinking IT company, we don't just build websites—we build future-ready digital ecosystems. From seamless eCommerce platforms to scalable enterprise solutions, we integrate the latest technologies including ReactJS, NodeJS, and are continuously evolving towards next-gen innovations like AI models and smart automation.

We’re passionate about delivering high-performance solutions that exceed expectations—because at *Navkar Technosoft*, quality, innovation, and client satisfaction are at the core of everything we do.

🔗 *Website:* www.navkartechnosoft.com

*Our Services:*

🌐 Website Development
🧑‍💻 Web Applications & Full Stack Development
🛒 Ecommerce Development
📈 SEO Services 
📢 Digital Marketing


If any requirement please reachout us",True,0.5117000313025164,ML prediction: job (confidence: 0.51),jobs_it,2026-01-18 09:51:53,215917,2026-01-19 06:07:08.658000
"**📆 Что обсуждалось вчера 17.01.2026 **

Карьерные возможности в IT без программирования - Обсуждение вакансий и путей в IT ([2 сообщений](https://t.me/c/1048585467/215889))
Вакансии для операторов компьютера - Условия работы и требования ([2 сообщений](https://t.me/c/1048585467/215892))
Удаленная работа с высокой зарплатой - Возможности удаленной работы ([2 сообщений](https://t.me/c/1048585467/215900))
Опыт верстки сайтов и CRM систем - Профессиональные услуги верстки ([1 сообщений](https://t.me/c/1048585467/215890))
Работа в Канаде - Вакансии и условия ([1 сообщений](https://t.me/c/1048585467/215897))
Перепечатка отсканированных книг - Услуги ([1 сообщений](https://t.me/c/1048585467/215908))

#dailysummary | ⭐️ [поддержать команду](https://t.me/ChatLogix)",False,0.7621958160664211,ML prediction: not a job (confidence: 0.76),jobs_it,2026-01-18 08:15:32,215914,2026-01-19 06:07:08.793000
"#resume #резюме  #cv  #удаленка #ищу #backend  #python #django  #fastapi 

🧑‍💻 Back-End Developer (Python / TS) • 3+ года коммерческого опыта

• 🕒 Формат: удалённо / ЕС (Испания)
• 🧠 Микросервисы, high-load, распределённые системы

Стек:
Python (Django, FastAPI), TypeScript (NestJS)
PostgreSQL, MySQL, RabbitMQ, Redis, Celery
Docker, CI/CD, Prometheus, Grafana, Loki

Опыт:
• Проектирование API и backend-архитектуры
• Интеграции с внешними сервисами
• Production-проекты с тысячами пользователей
• Настройка мониторинга и логирования

📬 Контакты:
Telegram: @alexbackend
Email: a.rykovskiy02@gmail.com


Резюме: https://docs.google.com/document/d/1n-GRpdDIRBfi60qKk1MFq09ZpgTfYxHG_GjAD4IkOmw/edit?usp=sharing",True,0.95,"Strong job signals: keywords, title, skills, application",jobs_it,2026-01-18 08:02:57,215913,2026-01-19 06:07:08.837000
"#cv #RE #Python #Backend #TelegramBots

Формат работы: part-time, проектно, удалённо
Возможность релокации: нет
Территориальные ограничения: нет

Стек технологий:

Backend / Web:
— Python (6 лет коммерческой разработки)
— Django, Django REST Framework
— FastAPI
— Flask (поддержка и небольшие сервисы)
— REST API, Webhooks
— OAuth, JWT, работа с авторизацией

Telegram-боты:
— aiogram
— pyrogram
— telethon
— FSM, inline / reply клавиатуры
— Платежи, подписки, автоворонки
— Интеграции с внешними API
— Нагрузочные и многопользовательские боты

Базы данных и очереди:
— PostgreSQL
— SQLite
— Redis
— Celery
— RabbitMQ

DevOps / Инфраструктура:
— Docker, docker-compose
— Nginx
— Linux
— CI/CD (базовый уровень)
— Gunicorn / Uvicorn

Прочее:
— Git (GitHub)
— Асинхронность (asyncio)
— Архитектура сервисов
— Оптимизация и поддержка существующих проектов

Обо мне:
— 6 лет в Python-разработке
— Самозанятый разработчик
— Реальный коммерческий опыт (web + Telegram)
— Есть портфолио в формате видео
— Отзывы клиентов на 3 площадках
— Умею работать без ТЗ, предлагать решения и доводить проекты до результата

Портфолио (видео):
@deleloper_portfolio

Отзывы:
@developer_reviewss

Телеграм канал по программированию: @pytalks
Телеграм канал для клиентов: @about_automation

Ожидания по оплате:
от 3 500 ₽ / час (обсуждаемо, зависит от задачи)

GitHub: 
```kirill9366```

Контакты:
@kirill9366_job",False,0.6440067901791943,ML prediction: not a job (confidence: 0.64),jobs_it,2026-01-18 07:00:36,215912,2026-01-19 06:07:08.929000
https://www.linkedin.com/posts/ashutoshmehra09_were-hiring-customer-delight-associates-activity-7417459803783966720-aeaP?utm_source=share&utm_medium=member_android&rcm=ACoAACO5x5cB0g7BYPjqQ37VYwVzvS5bEORrWOs,True,0.6002974475580816,ML prediction: job (confidence: 0.60),cs_algo,2026-01-18 06:26:10,19528,2026-01-19 06:07:09.018000
"Infosys Internship 2026: Job Overview👇

Program Name: Infosys InStep Internship 2026
Role: InStep Intern (Technical / Business)
Location: Bangalore, India (Global HQ)
Eligibility: Current UG / PG / PhD Students
Batch: 2026, 2027 & 2028 Passing Out Batches
Duration: 8 to 12 Weeks (Flexible Start Dates)
Stipend: Best in Industry (Fully Funded)

Selection Process for Infosys Internship 2026👇

The selection process for Infosys InStep typically includes:

Resume Screening: Shortlisting based on academic pedigree, project preferences, and skills.
Technical/Project Interview: A telephonic or virtual interview with the Project Mentor to assess technical fitment.
HR Interview: Behavioral assessment to check cultural fit and communication skills.
Offer Rollout: Selection letter with visa and travel assistance details.

Apply Link - https://instep.infosysapps.com/",True,0.95,"Strong job signals: keywords, title, skills, application",cs_algo,2026-01-18 04:42:59,19527,2026-01-19 06:07:09.131000
https://www.linkedin.com/posts/prince-iit_infosys-is-excited-to-announce-the-infosys-activity-7418486626869248000-8WBO?utm_source=share&utm_medium=member_android&rcm=ACoAACO5x5cB0g7BYPjqQ37VYwVzvS5bEORrWOs,False,0.6801680040470491,ML prediction: not a job (confidence: 0.68),cs_algo,2026-01-18 04:41:38,19526,2026-01-19 06:07:09.301000
https://www.hirist.tech/j/junior-backend-engineer-python-technologies-1597496?ref=recom_night&utm_source=email&utm_medium=email&utm_campaign=night_single_job_email,False,0.5330654617548278,ML prediction: not a job (confidence: 0.53),cs_algo,2026-01-18 04:30:17,19525,2026-01-19 06:07:09.408000
https://www.linkedin.com/posts/naman03malhotra_hiring-software-engineering-internship-ugcPost-7418280940067553280-KyzU?utm_source=share&utm_medium=member_android&rcm=ACoAACO5x5cB0g7BYPjqQ37VYwVzvS5bEORrWOs,True,0.5251248815619861,ML prediction: job (confidence: 0.53),cs_algo,2026-01-18 04:29:42,19524,2026-01-19 06:07:09.488000
"https://db.wd3.myworkdayjobs.com/DBWebsite/job/Bangalore-Velankani-Tech-Park/India-Campus-Hire-2026_R0403901/

2026 Batch ✅",False,0.527651007095909,ML prediction: not a job (confidence: 0.53),cs_algo,2026-01-17 11:49:40,19523,2026-01-19 06:07:09.578000
https://www.linkedin.com/posts/nithin-babu-a85a4035_hiring-graduatejobs-softwareengineering-activity-7417626121862545408-7IcX?utm_source=share&utm_medium=member_android&rcm=ACoAACO5x5cB0g7BYPjqQ37VYwVzvS5bEORrWOs,True,0.6039589285628514,ML prediction: job (confidence: 0.60),cs_algo,2026-01-17 09:17:39,19522,2026-01-19 06:07:09.663000
"Analytics Intern at Newton School 🚀 

Location: Bangalore, India        
Batch: 2026                            

Apply here: https://docs.google.com/forms/d/e/1FAIpQLSdila5-P-V3hugzY5icJ3eW0FXZxAUHBCFMmva6JwWyRSGUMQ/viewform?usp=send_form",True,0.95,"Strong job signals: keywords, title, skills, application",cs_algo,2026-01-17 07:57:50,19521,2026-01-19 06:07:09.779000
"Episode Six is hiring Graduate Trainee 

For 2024, 2025 gards
Location: Chennai 

http://job-boards.greenhouse.io/episodesixlinkedin/jobs/5765776004?gh_src=4dexddtg4us",True,0.7851033903506088,ML prediction: job (confidence: 0.79),cs_algo,2026-01-17 07:54:34,19520,2026-01-19 06:07:09.888000
"Zorvyn Fintech is hiring SDE Intern

For 2024, 2025 gards
Location: Remote 

https://career.zorvyn.io/careers/WFRKL9",True,0.8131935549158769,ML prediction: job (confidence: 0.81),cs_algo,2026-01-17 07:54:34,19519,2026-01-19 06:07:10.004000
"Bynd is hiring AI Engineering Intern 

For 2024, 2025, 2026 gards
Location: Gurugram 

https://www.linkedin.com/jobs/view/4354764843",True,0.6909959602993423,ML prediction: job (confidence: 0.69),cs_algo,2026-01-17 07:54:34,19518,2026-01-19 06:07:10.097000
"Tower Research Capital is hiring Core Engineering Intern

For 2025, 2026 gards
Location: Gurugram 

https://app.greenhouse.io/embed/job_app?token=6903711&gh_src=be8ebc4b1&source=LinkedIn",True,0.6882257132234066,ML prediction: job (confidence: 0.69),cs_algo,2026-01-17 07:54:34,19517,2026-01-19 06:07:10.308000
https://www.linkedin.com/posts/johnlukose_maverick-semiconductor-pvt-ltd-is-looking-activity-7417903536191066114-mPRR?utm_source=share&utm_medium=member_android&rcm=ACoAACO5x5cB0g7BYPjqQ37VYwVzvS5bEORrWOs,False,0.5732898174188624,ML prediction: not a job (confidence: 0.57),cs_algo,2026-01-17 07:51:06,19516,2026-01-19 06:07:10.375000
https://www.linkedin.com/posts/ubisoft-toronto_calling-all-programming-students-the-activity-7417943856261808128-k3US?utm_source=share&utm_medium=member_android&rcm=ACoAACO5x5cB0g7BYPjqQ37VYwVzvS5bEORrWOs,False,0.7042791151581602,ML prediction: not a job (confidence: 0.70),cs_algo,2026-01-17 07:51:06,19515,2026-01-19 06:07:10.491000
https://www.linkedin.com/posts/richa-s-singh-2182998_energizeyourcareer-eatoncareers-lifeateaton-activity-7417924939573460994-qawM?utm_source=share&utm_medium=member_android&rcm=ACoAACO5x5cB0g7BYPjqQ37VYwVzvS5bEORrWOs,False,0.5201089303290416,ML prediction: not a job (confidence: 0.52),cs_algo,2026-01-17 02:53:52,19514,2026-01-19 06:07:10.600000
"Company: Matiks

Role: Software Engineering Intern

Experience with React / React Native
Some experience with Golang

Duration: 6 months
G Bonus: High chance of PPO based on performance
Stipend: ₹50,000 per month

Apply here: https://binary.so/EkOiQvW",True,0.95,"Strong job signals: keywords, title, skills, application",cs_algo,2026-01-16 19:12:05,19513,2026-01-19 06:07:10.635000
"https://forms.office.com/pages/responsepage.aspx?id=Z518PquvlEaU4a8oEp7WX6g_Q71VHwtJtzPIIDl2P8NUQkc0T1JGMjQ0T0k3MVpIVjVNWUhDN1lEMy4u&route=shorturl

2025 Batch ✅",False,0.7114268105999731,ML prediction: not a job (confidence: 0.71),cs_algo,2026-01-16 19:10:55,19512,2026-01-19 06:07:10.751000
https://www.linkedin.com/posts/yatharth-srivastava-916774210_wipro-hiring-internationvoice-activity-7417536011796242432-XpFw/?utm_source=share&utm_medium=member_android&rcm=ACoAACsKYq8BCdzNAT9o4yt0myaXk7dMOBX6HKc,True,0.5651366559687186,ML prediction: job (confidence: 0.57),cs_algo,2026-01-16 19:10:55,19511,2026-01-19 06:07:10.893000
https://forms.office.com/pages/responsepage.aspx?id=IIrvvayqgE-zoNmjL5n9M9suui6swjBImu7iaOx00hhUMEowUTBIRElDR0JTUTJNT1paVEZSMlVBUCQlQCNjPTEu&route=shorturl,False,0.7234289751021376,ML prediction: not a job (confidence: 0.72),cs_algo,2026-01-16 19:10:55,19510,2026-01-19 06:07:10.962000
